ID de l'activité,Date de l'activité,Nom de l'activité,Type d'activité,Description de l'activité,Temps écoulé,Distance,Fréquence cardiaque max.,Effort relatif,Déplacement-transport,Note privée sur les activités,Matériel utilisé pour l'activité,Nom du fichier,Poids de l'athlète,Poids du vélo,Temps écoulé,Durée de déplacement,Distance,Vitesse max.,Vitesse moyenne,Dénivelé positif,Dénivelé négatif,Altitude min.,Altitude max.,Pente max.,Pente moyenne,Pente positive moyenne,Pente négative moyenne,Cadence max.,Cadence moyenne,Fréquence cardiaque max.,Fréquence cardiaque moyenne,Puissance max.,Puissance moyenne,Calories,Température max.,Température moyenne,Effort relatif,Effort total,Nombre de sorties course à pied,Temps de montée,Temps de descente,Autres temps,Effort ressenti,Type,Heure de début,Puissance moyenne pondérée,Nombre d'échantillons de puissance,Utiliser l'Effort ressenti,Effort relatif ressenti,Déplacement-transport,Poids total soulevé,À partir du téléchargement,Distance ajustée selon la pente,Heure d'observation de la météo,Conditions météo,Température selon les prévisions météo,Température ressentie,Point de rosée,Humidité,Pression atmosphérique,Vitesse du vent,Rafale de vent,Direction du vent,Intensité des précipitations,Heure de lever du soleil,Heure de coucher du soleil,Phase de la lune,Vélo,Matériel,Probabilité de précipitations,Type de précipitations,Couverture nuageuse,Visibilité selon les prévisions météo,Indice UV,Ozone selon les prévisions météo,Nombre de sauts,Grit total,Flow moyen,Signalé,Vitesse moyenne (temps écoulé),Distance sur chemin,Distance récemment découverte,Distance sur chemin récemment découverte,Nombre d'activités,Nombre total de pas,CO2 économisé,Longueur de piscine,Charge d’entraînement,Intensité,Vitesse moyenne ajustée selon la pente,Temps enregistré par le chronomètre,Nombre total de cycles,Récupération,Avec mon animal de compagnie,Compétition,Sortie longue,Pour la bonne cause,Avec enfant,Distance en descente,Nombre total de séries,Nombre total de répétitions,Support
18830432759,"7 juin 2026, 20:10:36",Afternoon Run,Course à pied,,7581,"15,41",,,false,,,activities/19941474125.fit.gz,,,7581.0,5175.0,15416.7,4.1,2.979,131.0,151.0,7.8,65.4,38.7,-0.3,,,92.0,86.0,,,,304.0,1031.0,,27.0,,1564094.0,,,,,,,,282.0,6530.0,,,0.0,,1.0,15840.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.034,754.0,,,,14656.0,0.0,,815.0,212.0,3.061,,,,,,,,,,,,""
18790816136,"4 juin 2026, 22:59:30",Evening Run,Course à pied,,3983,"10,24",,,false,,,activities/19901105381.fit.gz,,,3983.0,3483.0,10243.6,5.08,2.941,44.0,42.0,46.6,70.2,27.0,0.0,,,93.0,83.0,,,,301.0,719.0,,28.0,,1013433.0,,,,,,,,327.0,3902.0,,,0.0,,1.0,10451.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.572,0.0,,,,9218.0,0.0,,655.0,246.0,3.001,,,,,,,,,,,,""
18763618915,"3 juin 2026, 00:20:55",Course à pied en soirée,Course à pied,,612,"1,69",,,false,,,activities/19873416411.fit.gz,,,612.0,601.0,1691.1,3.7,2.814,24.0,0.0,28.4,57.0,21.2,1.7,,,87.0,84.0,,,,308.0,128.0,,27.0,,185828.0,,,,,,,,300.0,614.0,,,0.0,,1.0,1802.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.763,0.0,,,,1688.0,0.0,,86.0,226.0,2.999,,,,,,,,,,,,""
18763315095,"2 juin 2026, 22:44:37",Course à pied en soirée,Course à pied,,4525,"10,02",,,false,,,activities/19873105358.fit.gz,,,4525.0,3836.0,10024.0,3.82,2.613,259.0,258.0,47.8,209.4,23.5,-0.1,,,107.0,82.0,,,,281.0,701.0,,27.0,,1072681.0,,,,,,,,282.0,4370.0,,,0.0,,1.0,11041.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.215,4408.7,,,,10496.0,0.0,,545.0,212.0,2.878,,,,,,,,,,,,""
18749559706,"1 juin 2026, 23:25:43",Course à pied en soirée,Course à pied,,5451,"12,21",,,false,,,activities/19859126943.fit.gz,,,5451.0,4441.0,12211.3,5.9,2.75,283.0,282.0,48.0,220.0,49.5,0.0,,,87.0,81.0,,,,298.0,868.0,,23.0,,1315171.0,,,,,,,,293.0,5350.0,,,0.0,,1.0,13303.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,4102.0,,,,11908.0,0.0,,720.0,220.0,2.996,,,,,,,,,,,,""
18734779392,"31 mai 2026, 19:34:34",Course à pied dans l'après-midi,Course à pied,,4989,"11,69",,,false,,,activities/19844049390.fit.gz,,,4989.0,3526.0,11698.6,5.02,3.318,48.0,61.0,22.2,65.8,17.2,-0.2,,,91.0,85.0,,,,332.0,791.0,,24.0,,1171191.0,,,,,,,,317.0,4270.0,,,0.0,,1.0,11914.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.345,1531.1,,,,9892.0,0.0,,672.0,238.0,3.379,,,,,,,,,,,,""
18721344980,"30 mai 2026, 22:11:14",Course à pied en soirée,Course à pied,,2619,"7,60",,,false,,,activities/19830364709.fit.gz,,,2619.0,2454.0,7608.0,5.32,3.1,30.0,32.0,46.8,64.8,20.4,0.0,,,89.0,82.0,,,,315.0,532.0,,25.0,,771862.0,,,,,,,,315.0,2619.0,,,0.0,,1.0,7677.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.905,401.4,,,,6718.0,0.0,,408.0,237.0,3.129,,,,,,,,,,,,""
18559328554,"17 mai 2026, 20:50:34",Course à pied dans l'après-midi,Course à pied,,2488,"6,18",,,false,,,activities/19665453097.fit.gz,,,2488.0,2217.0,6185.8,4.92,2.79,183.0,20.0,46.0,215.6,43.0,2.7,,,90.0,82.0,,,,325.0,480.0,,28.0,,721996.0,,,,,,,,324.0,2489.0,,,0.0,,1.0,7081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.486,1144.5,,,,6032.0,0.0,,410.0,244.0,3.194,,,,,,,,,,,,""
18559324524,"16 mai 2026, 13:59:16",Marche le matin,Marche,,11760,"12,86",,,false,,,activities/18559324524.fit,,,11760.0,9052.0,12860.8,3.914,1.421,83.1,81.2,10.1,52.4,14.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.094,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
18559327350,"15 mai 2026, 21:30:16",Marche dans l'après-midi,Marche,,8671,"9,49",,,false,,,activities/18559327350.fit,,,8671.0,7216.0,9491.2,3.243,1.315,154.9,198.6,49.4,233.8,42.7,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.095,3686.9,,,,,0.0,,,,,,,,,,,,,,,,""
